transaction_id,created_at,recipient_bank,account_number,amount,unique_code,transaction_status,admin_fee,user_id
FTXVQXNCLCZ,2022-09-24 21:08:14.030994,Gopay,6785513987,934718.0,643.0,Cancelled,1500,9726509
FTYQMEQBXUC,2023-02-04 21:08:14.034021,LinkAja,2395079470,3213219.0,64.0,Failed,0,1256105
FTFJSCPTHGM,2022-10-13 21:08:14.038027,Gopay,8815175607,2889482.0,767.0,Failed,0,7582581
FTFDUZJFJOZ,2024-03-22 21:08:14.042458,Shopeepay,1446568092,3629186.0,74.0,Success,0,3074505
FTJDMIYGVIF,2023-01-07 21:08:14.044643,Shopeepay,5719544601,4530323.0,371.0,Cancelled,0,5025974
FTKWLDMLPML,2023-06-14 21:08:14.047276,BCA,8855801171,1274276.0,243.0,Processed,1500,8284055
FTHKAEKBEZP,2023-06-21 21:08:14.049758,BCA,3346157231,2339723.0,373.0,Failed,0,7235977
FTNTARNCNEL,2022-12-31 21:08:14.052518,BSI,1868031813,2581325.0,90.0,Failed,1500,4565447
FTXGSKWKVYY,2024-04-10 21:08:14.055517,Permata,1765779689,1782614.0,191.0,Success,1500,8557757
FTUCSUSXSGW,2023-10-01 21:08:14.057518,Seabank,5062954586,2137734.0,133.0,Cancelled,0,9682599
FTHWIXNVXKH,2022-06-19 21:08:14.061276,BSI,3803273704,2919889.0,802.0,Cancelled,0,4664299
FTTFVXZBUFV,2023-02-02 21:08:14.065936,Permata,2886810858,4304395.0,345.0,Cancelled,0,6583888
FTFNKWLKRCN,2023-05-12 21:08:14.068664,Muamalat,4765653855,1131272.0,891.0,Processed,0,8020048
FTRDFNAUVFI,2023-04-10 21:08:14.074671,BCA,2301611714,878498.0,601.0,Checking,1500,6107905
FTJTWBMOTAA,2024-04-21 21:08:14.078127,BSI,2465761637,4244341.0,625.0,Cancelled,0,1325863
FTMFLAGJVCZ,2023-08-25 21:08:14.079358,Shopeepay,2435779566,328709.0,524.0,Cancelled,1500,3804681
FTVWNOLEYPT,2022-12-23 21:08:14.080357,BJB,5378233165,2472584.0,629.0,Checking,1500,5885633
FTHNCRVOFNY,2022-10-27 21:08:14.082359,BNI,3397720594,1866301.0,119.0,Processed,0,6400068
FTPJQBFPAHD,2024-02-12 21:08:14.085355,Maybank,1638849558,1522808.0,827.0,Checking,0,4476775
FTMWRLACFVZ,2023-04-18 21:08:14.089356,BNI,8873967145,1548617.0,752.0,Failed,1500,8956397
FTBAVAYWCPB,2024-02-07 21:08:14.093625,Maybank,5983749295,817944.0,495.0,Processed,1500,4599313
FTANKBBOUIS,2023-04-14 21:08:14.097630,Ovo,3706596045,1355879.0,374.0,Checking,0,4664299
FTVSLQOSMLI,2023-05-06 21:08:14.100976,LinkAja,3602447228,3344913.0,493.0,Processed,0,6477391
FTLITSDLUMM,2024-02-27 21:08:14.104620,BNI,1022233299,335218.0,314.0,Checking,1500,4965362
FTRUFFMLDAK,2023-06-02 21:08:14.107225,BCA,6228351396,1286299.0,602.0,Cancelled,0,8695525
FTHYANPVBLA,2023-12-28 21:08:14.110916,Dana,9823684852,2266710.0,579.0,Failed,1500,6498341
FTOOTGJCLHX,2024-04-19 21:08:14.114239,BNI,3036304416,3977832.0,147.0,Checking,1500,8284055
FTPHHLPDOOC,2022-06-28 21:08:14.118511,BNI,3983200119,4673999.0,648.0,Cancelled,0,7810448
FTXIOYPNNWT,2024-03-17 21:08:14.122156,BNI,9393656724,1141860.0,356.0,Cancelled,1500,4588801
FTKRWRMVXIH,2024-05-16 21:08:14.125203,Dana,5231223156,3523696.0,568.0,Checking,0,6107905
FTHLYZQKJXM,2022-06-14 21:08:14.129616,Muamalat,1948510087,3721052.0,148.0,Need Confirmation,1500,6400068
FTKGLUSCIQO,2023-04-03 21:08:14.133285,JAGO,4017693983,1956952.0,633.0,Failed,1500,4912283
FTRPUVCYGQB,2023-04-28 21:08:14.137286,BSI,2210366119,3485942.0,881.0,Processed,1500,3915287
FTIYZXBQYUS,2022-07-30 21:08:14.140287,BSI,3124357378,1440968.0,368.0,Success,1500,6583888
FTSFCJVTOGH,2023-09-24 21:08:14.144287,BRI,3393763157,25873.0,714.0,Need Confirmation,0,2694045
FTGJTRBGZKO,2023-02-16 21:08:14.148204,Maybank,3052570513,2097275.0,110.0,Checking,0,8284055
FTMMAVGRZEO,2023-02-26 21:08:14.151221,BCA,7373475234,10950.0,392.0,Success,0,3094327
FTVWINORZHI,2023-01-12 21:08:14.154744,JAGO,8625307572,109013.0,528.0,Cancelled,1500,7833952
FTWUGTKRXQL,2023-04-29 21:08:14.157249,Permata,8495299948,770992.0,606.0,Success,0,5033990
FTDQSCPEDTG,2022-09-01 21:08:14.160323,LinkAja,3614463908,192527.0,74.0,Failed,0,4723846
FTHCNWHJHNC,2022-05-30 21:08:14.163181,Dana,4752358083,537280.0,288.0,Need Confirmation,1500,3707886
FTKGWPBEFHG,2022-12-14 21:08:14.165181,JAGO,2417354190,4070710.0,472.0,Checking,0,5025974
FTBOJWPBLRT,2023-07-20 21:08:14.168180,LinkAja,3559768336,1901688.0,117.0,Cancelled,0,2134731
FTFLBDBHWSK,2023-09-27 21:08:14.170699,Gopay,6568416988,1025126.0,596.0,Success,1500,6516326
FTLJVTVASJV,2023-05-22 21:08:14.173722,BCA,8755039483,2262284.0,103.0,Success,1500,4298698
FTOFXKEWDJH,2023-05-12 21:08:14.176737,Gopay,4874647009,1053733.0,662.0,Failed,1500,8627508
FTWGAUKJFEZ,2024-03-20 21:08:14.179782,BRI,5609891466,1515297.0,532.0,Checking,0,2134731
FTGWPPBUEOK,2024-03-09 21:08:14.184428,Permata,6402055084,2271639.0,977.0,Need Confirmation,1500,8420980
FTYZDAFACSE,2023-05-25 21:08:14.187982,Seabank,6976542457,528710.0,306.0,Checking,0,4588801
FTTGKGLSMJU,2024-05-18 21:08:14.190912,BCA,3151077584,2410024.0,385.0,Need Confirmation,0,5849842
FTJEPLCSOPD,2022-10-31 21:08:14.194913,Permata,5983526387,3678647.0,766.0,Checking,1500,4912283
FTFFOKKNENI,2023-12-04 21:08:14.197913,Muamalat,7293017412,635060.0,945.0,Checking,0,7347132
FTBQHTFWHSA,2024-04-09 21:08:14.199921,LinkAja,5847581396,3102213.0,756.0,Cancelled,1500,6275968
FTALKJKSCLC,2022-05-21 21:08:14.202453,Dana,8686950546,972387.0,827.0,Checking,1500,7121134
FTTYVLZDWUQ,2023-09-09 21:08:14.206564,Maybank,8622097088,766927.0,181.0,Processed,0,6583888
FTJNVJGXTRJ,2023-10-28 21:08:14.209573,BNI,7864278248,2621269.0,145.0,Failed,0,2062498
FTNDIVZTCCJ,2023-04-09 21:08:14.212569,Maybank,6757733548,1918418.0,747.0,Success,0,4451779
FTYBDODUQLN,2022-10-27 21:08:14.216945,Maybank,9849574971,2332988.0,480.0,Checking,0,7322424
FTGEHHPPJGG,2022-10-18 21:08:14.219854,BSI,1961425045,2222792.0,436.0,Success,1500,7347132
FTKGZLXTTZV,2023-08-12 21:08:14.224033,Dana,7208981294,4930923.0,105.0,Processed,0,6649615
FTPIRTVPQRS,2022-09-15 21:08:14.226032,Gopay,5273349870,1838591.0,789.0,Cancelled,1500,7235977
FTNOLDPWFFA,2024-02-15 21:08:14.229032,Ovo,5171308909,1449281.0,494.0,Failed,1500,7233458
FTTQYSWFEFO,2023-09-22 21:08:14.232106,BNI,7419509339,4401481.0,252.0,Need Confirmation,1500,8640712
FTJSBJUEWQX,2023-07-05 21:08:14.234617,Dana,9567525684,1260518.0,334.0,Failed,1500,9393823
FTHVMJDOSIX,2023-02-11 21:08:14.237616,BRI,7684574780,512082.0,64.0,Processed,1500,9682599
FTGQSLFUUEZ,2024-02-12 21:08:14.240619,Permata,6312782755,193874.0,372.0,Processed,0,4332718
FTYTISEHEZG,2022-08-01 21:08:14.243626,BRI,4052810553,4990775.0,352.0,Cancelled,0,6075878
FTDUZNQNMOY,2022-09-02 21:08:14.247625,BCA,2359116504,896339.0,238.0,Processed,0,6923812
FTYXBOQQXVN,2022-08-20 21:08:14.251009,BCA,7167593007,4924545.0,271.0,Failed,0,7780649
FTPFCXNWZPD,2022-07-29 21:08:14.253011,BNI,7993086797,2597647.0,531.0,Failed,0,5467104
FTRBGSNEZPB,2023-10-22 21:08:14.256010,Dana,6282935780,1475523.0,941.0,Checking,0,9176129
FTFAWZKARPN,2023-08-17 21:08:14.258430,Muamalat,8023608026,3179689.0,921.0,Processed,1500,2488319
FTSCKVXBSCF,2024-04-26 21:08:14.260430,JAGO,1696227368,3884641.0,204.0,Need Confirmation,0,1796116
FTFSETXFGXM,2023-10-29 21:08:14.263506,LinkAja,9262900188,3847615.0,810.0,Need Confirmation,0,5849842
FTSFBPUMZEU,2023-04-13 21:08:14.265195,Maybank,7310752341,584625.0,867.0,Need Confirmation,1500,4298698
FTYBJZYMAYS,2024-02-29 21:08:14.267195,BNI,5145509908,2909879.0,696.0,Processed,1500,6107905
FTQKJOKMMHB,2023-06-20 21:08:14.270754,Gopay,8995602376,1530532.0,851.0,Success,0,6516326
FTBYNHKIHGQ,2023-10-17 21:08:14.273518,JAGO,5868693159,4648402.0,200.0,Checking,0,7192899
FTSAOPRUXLR,2024-05-12 21:08:14.277164,Permata,1379325189,133488.0,854.0,Failed,1500,6583888
FTRTYZACNTO,2023-12-11 21:08:14.280496,BRI,1449361045,3435725.0,885.0,Checking,1500,7235977
FTTDNMUKTPD,2024-02-08 21:08:14.283691,JAGO,1583243164,2691156.0,194.0,Cancelled,0,3804681
FTYAWRNGEXJ,2023-10-19 21:08:14.286062,Ovo,3511890928,1843022.0,537.0,Processed,1500,9465231
FTMHLHPISND,2022-07-04 21:08:14.289206,Mandiri,2531818000,2648503.0,445.0,Cancelled,0,4553294
FTVHLOCWRBQ,2023-08-04 21:08:14.291960,Permata,5432255820,1580875.0,873.0,Success,0,8834085
FTSQGUHJTTX,2022-09-23 21:08:14.295773,Seabank,3115893102,1402432.0,734.0,Checking,1500,8557757
FTARJSEHNRO,2023-02-24 21:08:14.297753,JAGO,2014753082,631443.0,825.0,Cancelled,0,3804681
FTRJPBKZDOK,2022-09-28 21:08:14.298762,BRI,7436253700,3181430.0,267.0,Cancelled,1500,7465772
FTUAQQUQSGS,2023-03-05 21:08:14.300682,Dana,8461062301,3598841.0,968.0,Checking,0,7192899
FTXTCPFEJKK,2024-03-14 21:08:14.302755,BSI,7102005683,1580628.0,534.0,Processed,1500,2959133
FTFYGFGZSZI,2024-02-17 21:08:14.304374,Maybank,5463734400,4207631.0,918.0,Checking,1500,8003653
FTSSGPLXTSG,2023-07-03 21:08:14.306456,Gopay,5367041353,2097794.0,945.0,Checking,1500,2694045
FTYPXIQJCGT,2023-03-29 21:08:14.308383,Dana,5865434653,360372.0,798.0,Need Confirmation,0,4578856
FTGVRJAXCRH,2022-08-01 21:08:14.309806,LinkAja,4872157268,380359.0,369.0,Processed,0,4965362
FTUYYMWRHEW,2023-09-22 21:08:14.311901,LinkAja,8418075572,1798482.0,697.0,Processed,0,5804069
FTGOTPDMEBS,2024-01-12 21:08:14.314826,Dana,4402152735,4236904.0,90.0,Need Confirmation,0,7235977
FTWYJZJMUVF,2022-08-01 21:08:14.317756,Gopay,4682171711,1203325.0,384.0,Need Confirmation,0,9726509
FTQJCQHXLPE,2023-10-11 21:08:14.320768,Shopeepay,7462142395,3333325.0,62.0,Need Confirmation,1500,3804681
FTVGNSRLODQ,2023-01-21 21:08:14.323769,Mandiri,5408451646,2331689.0,899.0,Need Confirmation,0,3200751
FTCFIZOZSHZ,2024-05-15 21:08:14.327680,JAGO,3312008779,4579636.0,702.0,Processed,1500,7200561
FTBIKYCGWXR,2022-05-23 21:08:14.331608,BNI,2176273081,753005.0,543.0,Success,0,1687417
FTQVZQVPMQD,2023-06-12 21:08:14.335230,BCA,3801212047,3889543.0,514.0,Processed,0,8627508
FTLOXJFXLZO,2023-12-25 21:08:14.338232,BCA,3538195542,2430181.0,792.0,Failed,1500,8956397
FTGVAEVMVPD,2024-04-19 21:08:14.342176,Shopeepay,9675255638,2254405.0,174.0,Failed,0,6923812
FTKYIBCCVRI,2023-01-29 21:08:14.346175,Ovo,5910569722,3250707.0,969.0,Success,1500,8640712
FTSTIFCEWKX,2022-07-01 21:08:14.349174,Ovo,5240595108,3438019.0,614.0,Need Confirmation,1500,7465772
FTUTTTIJEKU,2024-02-15 21:08:14.353173,LinkAja,9131429772,4355472.0,270.0,Failed,1500,2458317
FTOUEXVEUGN,2022-10-25 21:08:14.356247,BCA,7706050854,2470119.0,344.0,Need Confirmation,1500,6107905
FTKLPZJOKNH,2022-08-04 21:08:14.360244,Mandiri,4573045642,3621977.0,331.0,Failed,1500,8649404
FTKOPYEPLTV,2024-05-04 21:08:14.363247,BSI,7338434656,1550877.0,657.0,Success,1500,1403838
FTLYUWPITNC,2023-02-25 21:08:14.366178,LinkAja,3118655350,4905339.0,917.0,Need Confirmation,0,8497477
FTFDJXKOAXR,2023-03-09 21:08:14.371172,LinkAja,7178588651,3367656.0,668.0,Failed,0,7322424
FTYCTTDNFIT,2024-03-15 21:08:14.374178,Maybank,8121692247,4150798.0,549.0,Checking,1500,4578856
FTQINSRYINI,2023-12-16 21:08:14.377176,LinkAja,7049095195,1567936.0,175.0,Success,0,8627508
FTIWOSKRILM,2024-01-26 21:08:14.379176,Muamalat,5541200202,4425495.0,686.0,Failed,0,8627508
FTOAVVIWVGK,2024-03-01 21:08:14.383175,Mandiri,8002220626,431974.0,311.0,Checking,1500,5655096
FTEGNACMVFF,2023-11-25 21:08:14.385171,Dana,5246941840,1209512.0,827.0,Cancelled,0,8020048
FTDTZTJLOGM,2024-02-13 21:08:14.388170,Permata,9881635940,644024.0,763.0,Cancelled,0,3149445
FTUMUSVVTCA,2024-03-17 21:08:14.391250,BCA,9276145073,281419.0,612.0,Cancelled,1500,9393823
FTJXCRCGSIR,2022-11-26 21:08:14.393248,LinkAja,6384148817,4155600.0,528.0,Failed,1500,2694045
FTVWHMREEXG,2023-06-23 21:08:14.396249,BJB,6944639794,2825624.0,914.0,Failed,1500,6275968
FTJEUFMYNVM,2023-10-14 21:08:14.398249,Ovo,5745064933,950171.0,241.0,Failed,0,8956397
FTFCAUTVEYZ,2024-04-28 21:08:14.401247,BCA,7440699853,3970775.0,313.0,Checking,1500,3200751
FTNCPKYGYWZ,2023-04-04 21:08:14.403819,BJB,7748217768,1394610.0,552.0,Processed,0,3408650
FTHZXTPZKPM,2024-04-04 21:08:14.407153,Permata,4155158166,2162930.0,414.0,Cancelled,0,8284055
FTEMRJAGHNR,2023-02-05 21:08:14.410097,Seabank,6837167737,4414365.0,176.0,Processed,0,7602999
FTFLRCIBEKJ,2023-05-21 21:08:14.412097,BSI,8344009314,2234090.0,854.0,Failed,0,5239074
FTBQUGWVHWJ,2022-10-28 21:08:14.415097,Seabank,9963310225,4162011.0,91.0,Processed,1500,1811187
FTAFUHJQGWL,2022-10-11 21:08:14.417121,BJB,7169884982,4503251.0,135.0,Failed,1500,2062498
FTCMLPEWLOA,2023-05-09 21:08:14.420267,JAGO,5233562772,1400957.0,272.0,Checking,0,5849842
FTWPQDDPWOW,2023-01-27 21:08:14.422268,BCA,5698377998,872987.0,400.0,Cancelled,1500,3149445
FTKWYSMXVZE,2022-07-18 21:08:14.424267,JAGO,7554196819,3092353.0,97.0,Processed,1500,9364555
FTZWHQJOFIQ,2023-01-30 21:08:14.428269,Muamalat,4355416706,179303.0,134.0,Processed,0,7833952
FTOFKYCDRUR,2023-03-04 21:08:14.431268,BRI,3802350479,228734.0,179.0,Checking,0,5467104
FTNOEBIXKGX,2023-01-12 21:08:14.433842,JAGO,2078574131,4169197.0,496.0,Processed,1500,7465772
FTBWXCAFHQV,2022-05-19 21:08:14.436356,Ovo,2451302551,2680876.0,563.0,Checking,1500,6607671
FTZYCRJNDKW,2024-01-25 21:08:14.438426,Maybank,9092450302,247922.0,620.0,Need Confirmation,0,6107905
FTLEOYNTRDH,2022-07-10 21:08:14.441430,Permata,1472938632,2090823.0,884.0,Processed,1500,5033990
FTYGCDAJYPX,2023-03-21 21:08:14.443427,Shopeepay,5425381754,877731.0,510.0,Checking,0,2488319
FTIVHNXRACH,2024-02-22 21:08:14.445356,BSI,2020099770,2817141.0,848.0,Need Confirmation,1500,8770600
FTHNHVQYYYA,2023-07-31 21:08:14.448427,Mandiri,5272570034,2586501.0,313.0,Checking,0,2959133
FTCXAZICILN,2022-08-05 21:08:14.450353,BRI,1982772435,754510.0,812.0,Checking,0,3094327
FTGDRXDDANY,2023-07-03 21:08:14.452426,BJB,1410860720,2847515.0,140.0,Cancelled,0,9682599
FTKQZZPRASV,2022-10-17 21:08:14.455427,Shopeepay,8044361575,566890.0,310.0,Cancelled,0,1811187
FTHVRVWRNLO,2022-07-27 21:08:14.457433,Seabank,5363234002,4768018.0,713.0,Need Confirmation,0,6275968
FTOEFJOJODL,2024-04-20 21:08:14.459431,Maybank,5809038480,2235563.0,503.0,Checking,0,1256105
FTYPJZSSYWP,2023-03-10 21:08:14.461352,Dana,9187678228,2958394.0,399.0,Failed,1500,6923812
FTGIPNBGQYC,2023-04-10 21:08:14.464413,Seabank,3705338758,4487355.0,707.0,Need Confirmation,1500,9726509
FTJAMTFXTKN,2024-04-28 21:08:14.466021,Muamalat,3330719321,1934719.0,654.0,Success,1500,4553294
FTBCNBATREH,2022-12-06 21:08:14.466940,Mandiri,5205586604,2746957.0,409.0,Processed,0,6498341
FTNNLTVPVUO,2023-08-22 21:08:14.469005,Ovo,3174114398,3977468.0,187.0,Failed,0,4599313
FTMCYPQLOST,2023-08-21 21:08:14.470006,Ovo,7286781899,644891.0,207.0,Need Confirmation,1500,8649404
FTWIZLTQUEB,2024-01-08 21:08:14.470991,BCA,7263510639,3709911.0,210.0,Success,0,9176129
FTZTYEYVBJW,2023-01-09 21:08:14.472000,BSI,8935087320,2556615.0,89.0,Cancelled,1500,9176129
FTFGDXILCSG,2023-01-13 21:08:14.474924,BJB,4490563641,526218.0,862.0,Need Confirmation,1500,5033990
FTKOQWRYAKZ,2024-01-27 21:08:14.476924,JAGO,9748822859,3951594.0,97.0,Cancelled,1500,5239074
FTEBLSQEFMU,2023-05-07 21:08:14.480056,Ovo,1702209235,1572958.0,798.0,Checking,0,1687417
FTHQNKCDDZG,2022-07-22 21:08:14.481362,BNI,9360401492,2808203.0,573.0,Success,1500,9431422
FTTUYLMKBYN,2023-12-02 21:08:14.484253,LinkAja,9444763590,4657314.0,89.0,Need Confirmation,1500,7465772
FTEEFDQGUPU,2024-04-21 21:08:14.486334,Gopay,9775844901,3991961.0,530.0,Processed,0,4476775
FTWPKZJPUBH,2023-05-05 21:08:14.488262,Seabank,4573124105,1872764.0,467.0,Success,1500,7780649
FTVBRXPZVVD,2023-11-26 21:08:14.490262,Permata,2422723021,3511438.0,812.0,Success,0,3915287
FTMLLKAUXYB,2022-09-15 21:08:14.494143,Shopeepay,5143962413,257198.0,703.0,Checking,0,7810448
FTOOFZUZLOX,2023-06-12 21:08:14.496259,JAGO,5903738838,1574523.0,698.0,Success,0,8956397
FTPVDTAAKUL,2023-09-07 21:08:14.498339,BCA,8462701266,2599611.0,364.0,Cancelled,0,5239074
FTRPGFXGKTL,2023-05-20 21:08:14.501259,BSI,6147379827,801469.0,63.0,Success,1500,5849842
FTAXQALSHGO,2023-02-17 21:08:14.503259,Mandiri,6446963190,3073122.0,511.0,Cancelled,1500,9465231
FTEUYKFHXAK,2023-07-18 21:08:14.506259,Muamalat,6569131606,912029.0,843.0,Cancelled,1500,1403838
FTPNQHPKAGR,2023-06-30 21:08:14.508259,Ovo,6756359095,3669859.0,883.0,Failed,0,8284055
